Period,Status,Site,Habitat,Transect,Point,Benthic,coral-Species,coral,CCA,Macro macroalgae,rubble/rock,sand,coral-cover,coral-pigmented,coral-pale,coral-white,MC,MC-pigmented,MC-pale,MC-white
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,12,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,13,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,14,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,15,coral,MC,1,0,0,0,0,0.05,0.125,0,0,0.125,0.2,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,16,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,17,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,18,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,19,rubble,PC-mort,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,1-Lil-Slope,20,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,1,coral,MC,1,0,0,0,0,0.05,0.2,0,0,0.2,0.2,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,2,coral,MC,1,0,0,0,0,0.05,0.2,0,0,0.2,0.2,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,3,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,4,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,5,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,6,coral,MC,1,0,0,0,0,0.05,0.2,0,0,0.2,0.2,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,7,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,8,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,9,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,10,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,11,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,12,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,13,rubble,MC-mort,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,14,coral,MC,1,0,0,0,0,0.05,0,0,0.2,0.2,0,0,0.2
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,15,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,16,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,17,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,18,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,19,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Lilipuna,Slope,2-Lil-Slope,20,coral,MC,1,0,0,0,0,0.05,0.2,0,0,0.2,0.2,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,1,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,2,coral,MC,1,0,0,0,0,0.05,0.1,0,0,0.1,0.333333333,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,3,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,4,coral,PC,1,0,0,0,0,0.05,0.1,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,5,coral,PC,1,0,0,0,0,0.05,0,0.1,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,6,coral,PC,1,0,0,0,0,0.05,0,0.1,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,7,coral,PC,1,0,0,0,0,0.05,0,0.1,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,8,CCA,,0,1,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,9,CCA,,0,1,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,10,coral,PC,1,0,0,0,0,0.05,0,0.1,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,11,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,12,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,13,coral,PC,1,0,0,0,0,0.05,0,0.1,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,14,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,15,coral,MC,1,0,0,0,0,0.05,0.1,0,0,0.1,0.333333333,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,16,coral,PC,1,0,0,0,0,0.05,0.1,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,17,coral,MC,1,0,0,0,0,0.05,0.1,0,0,0.1,0.333333333,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,18,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,19,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,1-Rf14-Flat,20,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,1,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.25,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,2,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,3,coral,PC,1,0,0,0,0,0.05,0,0.076923077,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,4,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,5,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,6,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.25,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,7,coral,PC,1,0,0,0,0,0.05,0,0.076923077,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,8,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,9,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,10,coral,MC,1,0,0,0,0,0.05,0,0.076923077,0,0.076923077,0,0.25,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,11,coral,PC,1,0,0,0,0,0.05,0,0.076923077,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,12,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,13,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.25,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,14,CCA,,0,1,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,15,coral,PC,1,0,0,0,0,0.05,0,0.076923077,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,16,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,17,CCA,,0,1,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,18,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,19,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Flat,2-Rf14-Flat,20,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,1,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,2,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,3,coral,PC,1,0,0,0,0,0.05,0,0.052631579,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,4,coral,MC,1,0,0,0,0,0.05,0.052631579,0,0,0.052631579,0.5,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,5,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,6,coral,MC,1,0,0,0,0,0.05,0,0.052631579,0,0.052631579,0,0.5,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,7,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,8,coral,PC,1,0,0,0,0,0.05,0,0.052631579,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,9,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,10,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,11,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,12,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,13,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,14,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,15,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,16,coral,PC,1,0,0,0,0,0.05,0,0.052631579,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,17,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,18,coral,PC,1,0,0,0,0,0.05,0.052631579,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,19,coral,PC,1,0,0,0,0,0.05,0,0.052631579,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,1-Rf14-Crest,20,coral,PC,1,0,0,0,0,0.05,0,0,0.052631579,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,1,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,2,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,3,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,4,coral,PC,1,0,0,0,0,0.05,0,0.090909091,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,5,coral,PC,1,0,0,0,0,0.05,0,0.090909091,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,6,coral,PC,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,7,coral,PC,1,0,0,0,0,0.05,0,0.090909091,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,8,coral,MC,1,0,0,0,0,0.05,0,0,0.090909091,0.090909091,0,0,0.2
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,9,coral,MC,1,0,0,0,0,0.05,0,0,0.090909091,0.090909091,0,0,0.2
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,10,coral,MC,1,0,0,0,0,0.05,0,0.090909091,0,0.090909091,0,0.2,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,11,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.2,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,12,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,13,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,14,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,15,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,16,coral,MC,1,0,0,0,0,0.05,0.090909091,0,0,0.090909091,0.2,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,17,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,18,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,19,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Crest,2-Rf14-Crest,20,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,1,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,2,coral,MC,1,0,0,0,0,0.05,0.066666667,0,0,0.066666667,0.2,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,3,coral,MC,1,0,0,0,0,0.05,0.066666667,0,0,0.066666667,0.2,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,4,coral,PC,1,0,0,0,0,0.05,0.066666667,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,5,coral,PC,1,0,0,0,0,0.05,0.066666667,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,6,coral,PC,1,0,0,0,0,0.05,0,0.066666667,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,7,coral,MC,1,0,0,0,0,0.05,0,0.066666667,0,0.066666667,0,0.2,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,8,coral,PC,1,0,0,0,0,0.05,0,0.066666667,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,9,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,10,coral,PC,1,0,0,0,0,0.05,0,0.066666667,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,12,coral,PC,1,0,0,0,0,0.05,0.066666667,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,13,coral,PC,1,0,0,0,0,0.05,0.066666667,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,14,coral,PC,1,0,0,0,0,0.05,0.066666667,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,15,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,16,coral,PC,1,0,0,0,0,0.05,0.066666667,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,17,coral,MC,1,0,0,0,0,0.05,0,0.066666667,0,0.066666667,0,0.2,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,18,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,19,coral,MC,1,0,0,0,0,0.05,0.066666667,0,0,0.066666667,0.2,0,0
2015 Oct,Bleaching,Reef 14,Slope,1-Rf14-Slope,20,coral,PC,1,0,0,0,0,0.05,0.066666667,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,1,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,2,coral,MC,1,0,0,0,0,0.05,0.0625,0,0,0.0625,0.166666667,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,3,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,4,coral,MC,1,0,0,0,0,0.05,0,0.0625,0,0.0625,0,0.166666667,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,5,coral,MC,1,0,0,0,0,0.05,0,0.0625,0,0.0625,0,0.166666667,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,6,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,7,CCA,,0,1,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,8,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,9,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,10,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,11,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,12,coral,MC,1,0,0,0,0,0.05,0,0.0625,0,0.0625,0,0.166666667,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,13,coral,PC,1,0,0,0,0,0.05,0,0.0625,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,14,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,15,coral,MC,1,0,0,0,0,0.05,0.0625,0,0,0.0625,0.166666667,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,16,sand,,0,0,0,0,1,0,0,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,17,coral,MC,1,0,0,0,0,0.05,0,0.0625,0,0.0625,0,0.166666667,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,18,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,19,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2015 Oct,Bleaching,Reef 14,Slope,2-Rf14-Slope,20,coral,PC,1,0,0,0,0,0.05,0.0625,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,1,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,2,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,3,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,4,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,5,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,6,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,7,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,8,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,9,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,10,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,11,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,12,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,13,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,14,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,15,coral,MC,1,0,0,0,0,0.05,0.076923077,0,0,0.076923077,0.090909091,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,16,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,17,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,18,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,19,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,1-Lil-Flat,20,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,1,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,2,coral,PC,1,0,0,0,0,0.05,0.142857143,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,3,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,4,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,5,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,6,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,7,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,8,coral,MC,1,0,0,0,0,0.05,0.142857143,0,0,0.142857143,0.5,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,9,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,10,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,11,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,12,coral,MC,1,0,0,0,0,0.05,0.142857143,0,0,0.142857143,0.5,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,13,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,14,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,15,coral,PC,1,0,0,0,0,0.05,0.142857143,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,16,sediment,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,17,coral,PC,1,0,0,0,0,0.05,0.142857143,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,18,coral,PC,1,0,0,0,0,0.05,0.142857143,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,19,coral,PC,1,0,0,0,0,0.05,0.142857143,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Flat,2-Lil-Flat,20,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Crest,1-Lil-Crest,1,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Crest,1-Lil-Crest,2,coral,PC,1,0,0,0,0,0.05,0.076923077,0,0,0,0,0,0
2016 Feb,Recovery,Lilipuna,Crest,1-Lil-Crest,3,rubble,,0,0,0,0,0,0,0,0,0,0,0,0,0
